crudo_BPPD,agua_BAPD,presion_cabeza_psi,temperatura_cabeza_F,co2_gas_pressure_psi,calcio_ppm,magnesio_ppm,cloruros_ppm,sulfatos_ppm,alcalinidad_ppm,longitud_tuberia_pies,hierro_ppm,dosis_IC_ppm,mpy
33.04431,759.95569,78,96.23596669,4.68,1538.19364,466.41295,9275,5.3,60.3,2647,17.4,38.30752146,9.572715441
34.69722,589.80278,99,100.4211134,2.9208,1098.151682,285.4874258,10659.24145,7.222535944,453.1356528,3296.42,4.511472287,50,0.921783244
0,552.1,167,111.2,1.67,1226,297,11267,5,381,4021.86,7.44,35.81801259,12.79464251
78.125,546.875,0,94.47072464,0,888,522.65,10193,10,609,2714.29,61.86,25.20800319,5.906
37.76772,453.23228,59,116.6,2.36,1021.989,182.2875,8742,5,561,2970.79,5.26,79.75120843,15.1604516
58.98312,1069.01688,185,95,11.1,864,486,11227,5,660,2383.9,13.9,0,1.232204725
30.725964,68.454036,167,101.1746734,4.175,3024,302.6,16060,10,345,4124.3,3.38,11.10713481,0.33
33.0786,1139.9214,102,104,2.04,1034,418,11105,5,240,2890.3,11.1,44.75878006,6.472761939
17.943068,1434.936932,133,113,6.65,,194.44,8820,5,474,2631.2,3.76,90,5.706910121
65.157435,,165,116.6,6.6,1071,290,12164,5,447,3301,1,24.57595071,1.141327966
24.1408,1287.8592,88,104,5.28,767,330,10200,5,423,2652.42,7.87,0,15.7127396
33.074672,122.125328,50,94.52854561,0.75,1528,423.2,18663,10,434,2398,12.34,16.92719589,1.1090553
19.76844,494.23156,104,89.6,2.08,2344.563,194.44,10070,5,330,3903.82,29.9,89.12099339,0.948465722
25.125624,198.074376,101,107.6,2.02,873,428,8168,7.17,595,2755,0.18,23.60056193,0.952746354
73.58505,840.51495,75,111.2,4.5,858.47076,322.2843,10025,11.7,202,2910,16.90609573,30.41697983,15.62872558
16.12809,1072.87191,106,111.2,3.18,1730,374,15699,5,373,3460.33,5.3,29.31677054,0.555554753
3.915113,46.504887,68,86,0.34,2605.07,461.795,10830,5,170,4102.81,8.18,0,0.47285432
5.01061,445.98939,145,104,2.9,1420,258,13462,5,73.4,3619.73,12.5,80,0.646777082
87.839,428.861,52,107.6,2.08,1282.496,401.0325,13966,12.7,449,3451,0.381,9.5514964,1.164314657
12.241177,134.658823,100,96.81918186,1,507.5,228.53,11994,10,637,2270.1,4.46,22.15940657,0.222261201
35.4915969,2093.578403,96,84.2,3.84,1162.262,619.7775,11655,5,505,2861.91,1.540618374,40.1696425,0.57250421
20.15375,330.34625,55,89.6,4.4,840,409,9060,7.92,613,2556.8,5.73,30,2.696084305
21.685068,498.714932,92,95,5.52,839,414,11621,5,580,3300.38,0,0,1.250450181
22.20859,396.82141,147,104,8.82,721.404,303.8125,7790,5,609,3036.1,0.224,31.81549024,0.557547179
37.00644,638.29356,190,122,13.3,956,441,10061,5,623,1662,4.033,0,5.896252361
11.39189,528.50811,77,96.8,4.62,1024,318,9165,5,389,2766.52,0.27,80,7.450857759
46.00927,552.29073,83,94.04172493,0,2712,333.55,12681,15.58,680,1992,15.77,26.32208415,14.74839325
23.781668,808.618332,111,101.2475078,3.2123,1169.509741,330.3161642,10430.40936,6.070271739,410.5022772,3309.85,4.42544799,100,5.003285817
40.62698,682.27302,176,99.62721228,5.28,1148,429.65,10714,10,646,2484,1.83,29.23403902,1.095348284
17.179141,584.120859,82,96.23122101,2.87,2702,260.2,10634,10,563,2709.87,43.89,36.22740519,8.147826449
80.40402,1125.59598,93,95,3.72,872,185.3,8306,10,471.88,3177,20.6,38.64979985,9.148660782
37.45857,789.44143,71,91.4,,1162.262,826.37,9013,5,530,2808.87,0.781572716,0,10.03986903
36.84375,1142.15625,237,104,6.873,1021.989,364.575,12053,15.2,473,2374.11,0.798,28.09534763,0.411782149
0,404.8,52,89.6,2.08,1322.574,972.2,9635,5,510,3085.9,2.530231955,0,1.13968381
42.528,1286.472,112,95,4.48,2985,166.4,7544,4,474.7,3200.5,6.340859752,45.81014936,15.23306954
10.93704,355.46296,150,,2.4,981.911,194.44,11252,5,400,3761.08,3.6,0,1.186888105
1.663728,88.756272,141,104,4.23,1135,113,12215,10,545,3672.35,14.9,89.96905437,5.087729023
28.8834,180.4166,154,95,3.08,1663,430,17782,5,110,3629.37,2.1,0,0.931046041
33.9141441,915.7958559,73,104,2.92,1062.067,291.66,9686,5,454,2617.48,1.2,58.6847244,8.987966035
6.635847,86.264153,176,104,1.76,1420,125.68,18218,14.7,488,3166.38,5.94,26.77649739,0.6076575
22.300895,602.199105,140,107.6,11.2,1312.3695,183.616875,12927,18.6,279,2617.43,4.615410756,16.42542471,0.828683136
31.0120928,341.1479072,110,103.6590348,11,109.15,184.75,9912,10.5,556,2919.31,2.18,23.75204634,2.8664639
28.054736,392.745264,49,101.7417904,0.245,869,213.18,1170,10,412,3407.94,2.38,33.79215412,1.203548801
51.84562,1207.15438,51,104,1.02,1058,321,9910,10.5,683,2538,6.6,36.27400726,5.025562246
0,552.1,167,111.2,1.67,1226,297,11267,5,381,4021.86,7.44,35.81801259,12.79464251
68.409485,912.090515,170,1500,2.55,-100,534.71,8805,5,500,2595.16,0.413,0,1.715921456
30.95792,,115,95,1.15,316,318,9573,10,422.3,3951.32,0.312,40.94243998,0.90531405
40.19656,783.50344,85,,2.9101,872.7,156.9,8121,4.25,643.5,2750.9,5.03,37.56083899,0.461
39.12,938.88,90,87.8,3.6,961.872,607.625,10712,5,510,2689,5.029612028,120,999.9
54.5105,880.4895,72,103.0963767,4.32,797,154.7,10399,10,584,2191.45,3.87,28.87832387,6.289542971
14.394506,379.005494,119,100.4,3.57,872,264,10833,5,500,3951.32,0.6,36.13363838,1.362044479
43.872101,940.027899,0,100.4,0,1000,251,9325,5,527,2690.3,3,0,15.3491679
18.5913,662.4087,65,93.69845172,0.975,3297,392.2,9866,10,469,2778.26,8.95,39.73720048,14.1731548
49.6503,589.3497,78,95.53145816,4.68,1538.19364,466.41295,9275,5.3,60.3,2647,17.4,33.59676781,11.81397266
72.3744,1363.6256,96,96.8,1.92,1431,416,13851,8.72,400,2981.7,7.9,30.2548243,0.417523915
43.9428637,615.1671363,104,96.62,3.6889,1356.1,133.8,6695,1,495,3096.1,2.69,37.19318873,15.12460615
50.062195,584.037805,109,104,3.27,1061,333.396,13600,5,432,3908.6,0.45,50,1.348923418
47.7015,1191.2985,125,95,6.25,706,133.2,7058,10,642.56,2541.45,8.92,40.50810447,14.81399066
130.653,1894.347,148,92.69513571,3.404,3233,249.8,10594,23.54,604,2452.22,18.08,32.30738965,5.169201081
15.16,363.84,80,96.8,4.8,1024,318,9165,5,389,2766.52,0.27,69.55240742,15.52145498
6.252498,869.447502,69,102.8840489,2.9381,972.9376193,318.6317123,9936.272696,5.649396561,471.4403217,2714.16,4.186417616,110,15.55846134
10.372646,171.827354,105,86,5.25,1420,258,14065,5,200,3064,0,60,1.997051274
3.5177921,94.9922079,70,106.1432757,7.7,1009,208.92,10978,10,663,2497.5,2.33,0,1.986166356
38.5065,731.6235,92,95,2.852,938.5,150.56,9404,10,582,2965.17,7.25,33.68994171,14.79657816
29.698,218.302,89,95,5.34,681.326,534.71,7166,5,545,2779.1,5.09604881,0,2.229910985
24.4925,460.5075,89,90.86,3.4589,1178.1,158.3,8160,1,470.3,2766.52,14.95,38.86537816,0.572
28.8834,180.4166,154,95,3.08,1663,430,17782,5,110,3629.37,2.1,0,0.931046041
21.84396,40.92604,60,94.02154282,3,1257,231.1,11757,10,559,2532.23,7.44,21.68080992,0.395380701
30.335305,470.164695,53,107.6,1.113,1247,340,7620,5.08,461,3196.86,0.84,90,11.83158098
25.5949,683.4051,111,101.9153982,8.88,1109,213.72,9724,10,501,3493,2.59,23.33333333,1.708399545
20.4828,1331.5172,44,104,1.32,1128,304,10840,5,540,3177.67,4.2,130,15.44667785
125.22097,1001.77903,145,95.72,5.6513,461.4,129.9,7809,3.13,668.3,2463.69,3.17,31.17733187,14.85500521
24.2333448,336.0066552,93,100.4,13.02,1168,323,9998,5,236,3463.68,0.67,0,12.26094619
33.94794,701.65206,140,93.69157503,0.42,1514,476.1,10880,10,423,3903.82,43.69,29.88297236,10.43138063
29.85444,178.04556,100,113,7,1081,403,10260,5,441,2878.1,1,0,1.035364926
42.16245,1222.83755,121,94.75679853,0.484,1417,348.4,12440,11,605,2758,15.9,31.16167218,3.796472187
24.91008,623.78992,65,104,3.25,886.1688,244.215,9692,8.06,400,2778.26,3.468493533,55.86664792,6.410859073
22.243048,622.856952,100,104,3.4,726,355,13600,5,528,2895.61,15.1,70,5.155402
6.76508,122.73492,71,105.4957733,7.81,1009,208.92,10978,10,663,2498,2.33,0,1.275662262
56.38968,1027.61032,130,107.6,5.07,878.91054,347.0754,11216,6.6,167,2541.2,3.203243288,30.7100956,6.069964098
35.0142,835.9858,60,96.8,9.6,1024,397,10394,5,522,2687.05,4.1,70,15.38508761
32.8133,1085.1867,72,104,2.88,1066,314,11027,5,503,3330.34,5.6,85.42133058,9.688070514
76.8515,315.6485,113,89.42,1.9298,2146.1,357.2,17062,3.68,439.45,3309.85,26.11,13.56135175,9.318
2.309002,20.450998,140,97.63518767,5.6,4230,155.19,28739,10,347,2837,10.23,0,1.321310438
22.987816,321.812184,113,107.6,3.39,1128,318,11774,5,428,3292.93,3.5,74.66666667,1.909408148
35.46844,496.53156,100,107.6,4,921.794,243.05,11729,5,501,3237.16,8.67,70,3.317340517
70.0252,1175.9748,89,95,2.67,848.5,215.55,9203,10,522.08,3330.34,22.11,36.09259765,14.9641294
56.59875,1452.70125,47,96.99715842,1.88,1246,229.44,10212,10,475,2920.58,8.03,0,7.639923882
17.09554,113.50446,155,100.4,3.1,1389,433,9797,6.36,477,3929.86,12.8,110,2.38641302
32.608125,529.891875,130,93.2,13,839,459,9947,5,480,2484,2.32,90,2.696084305
48.61064,1069.38936,102,122,0.612,1819.14042,247.911,18958,11.4,121,4735.07,17.6638045,32.65677412,15.47150719
26.21272,99.38728,144,95,2.16,2297,519.6,13410,10,236.9,3929.86,6.75,15.51487293,500.0
33.167673,447.732327,157,95,9.42,864,486,11227,5,660,2383.9,13.9,21.91234245,1.643419291
4.430835,709.069165,140,104,2.8,1339,157,10797,7.73,290,3844.87,10.01385136,0,5.555223185
46.28016,1249.71984,131,95,2.3876,823,191.7,9136,10,371.48,4002,4.66,38.23626066,2.424854734
17.23176,666.56824,0,122,0,1287.70614,446.2398,12705,6.7,142,3458.63,5.694812231,0,2.337809903
13.53615,,85,101.0116907,4.0281,965.758315,317.9851489,10857.09999,6.969306374,520.5776094,2198.6,4.353551825,30,5.082164013
45.25362,1040.74638,125,93.2,11.25,1162.262,510.405,9203,5,555,2839,8.267968983,120,7.139232661
23.149074,578.750926,210,103.0928226,6.3,858,149.93,11299,10,577,3428.2,2.08,0,1.909035581
91.035054,1089.704946,180,95,2.7,1442.808,291.66,8193,5,555,3563.06,0.454,106.7579278,5.92642101
24.375648,200.824352,0,107.6,,1465,384,11306,5.54,530,3461.91,6.5,0,1.177053649
5.825822,553.274178,98,96.51101643,0.196,1141.5,219,11044,10,468,2674.49,33.38,50,14.99294891
50.7024,957.2976,131,107.6,11.79,1047,289,11352,6.9,401,3369.17,2.74,0,1.003075747
46.2757,507.9243,105,103.6699092,4.2,1064.5,215.18,11217,10,508,2837.34,1.96,23.07209119,0.873615166
35.46844,496.53156,100,107.6,4,921.794,243.05,11729,5,501,3237.16,8.67,70,3.317340517
13.62288,1110.37712,130,96.8,3.9,1095,356,12458,5,240,2541.2,2.8,0,7.281718913
28.179,1098.981,64,114.8,2.176,1103.74812,247.911,10819,10.9,157,2659.45,16.99730142,111.4055993,15.5792532
75.0772,1167.9228,110,105.8,8.8,902,231,7382,5,612,3041,1.23,24.74390596,1.24747999
99.2015078,1983.988492,126,95,6.3,845,247.8,8671,10,694.76,2478.92,12.63,36.82569095,0.79
31.56064,954.70936,0,107.6,0,781.521,279.5075,7762,9,594,2877.17,0.621,34.20034842,0.602167033
37.76772,453.23228,59,116.6,2.36,1021.989,182.2875,8742,5,561,2970.79,5.26,79.75120843,15.1604516
7.6875,238.3125,116,96.12092062,2.9,2466,254.75,14446,10,443,2338,70.31950568,24.10957377,0.283713264
21.06,1031.94,120,95,3,1803.35,259.84,9643,10,532,2754.53,6.3,35.77242839,14.81480529
51.377998,1.682002,206,95,1.03,3220,487.2,23321,4,191.9,3882,5.596304508,3.190161076,0.19
47.72604,811.27396,170,107.6,23.8,1239,133,11197,5.71,330,3561.16,10.41741008,38.1795885,9.595523104
118.63518,1700.36482,54,103.9941452,3.24,175,211.7,9711,10,441,3177.67,4.42,34.07886012,11.0771961
0,701.45,39,95.18,1.2471,542,125.4,7290,3.69,594,2647,7.18,47.65918268,6.39
49.319,1605.681,117,104,4.68,1097,276,10653,5,531,2435,4.8,100,15.34013231
44.01965,500.98035,48,104,1.92,861.677,315.965,9979,5.2,589,2535,0.626,0,6.479258316
21.6805938,732.6894062,145,95,11.6,741.443,692.6925,8977,5,550,2964,5.947275335,103.1028147,7.586833455
21.93576,690.26424,125,97.02409159,6.25,1214,162.1,10184,10,499,3196.45,7.54,0,1.570806436
41.2335,1267.7665,57,111.2,2.85,1001.95,291.66,9099,5,512,2613.9,1.6,80,1.147507726
22.40835,467.39165,115,100.4,3.45,872,264,10833,5,500,3951.32,0.6,0,3.615146094
23.7832,844.2168,138,104,6.9,821.599,255.2025,10799,9.1,667,2459.35,0.627,30.55752663,5.122057214
113.7850074,967.2049926,102.2,95,0.9198,865,239.2,10258,10,552.2,2435,10.79,29.91148233,7.702
58.08958,631.81042,95,107.6,3.8,761.482,206.5925,11764,5,700,2571.5,2.49,23.25564934,2.263719787
25.39375,787.20625,124,101.8725638,2.48,980,146.2,11366,10,611,3166,2.13,45,1.043130887
48.83148,1294.16852,96,107.6,3.84,1120,291,11414,5.76,381,2638.62,1.99,121.7168154,0.592009668
121.87769,648.62231,145,104,2.9,1686,511,12999,5,527,3615.86,5.9,17.41509137,2.658914493
38.5792862,446.4507138,153,111.2,3.06,1867,528,20394,5,263,3989.74,1.9,0,15.12174941
32.56965,658.93035,170,95,7.7479,339,414.6,7370,10,473.8,2949.48,2.88,35.15995099,9.98
23.9543404,718.5856596,138,93.2,6.21,1442.808,279.5075,8997,5,480,2982,0.662,34.75307396,0.49296588
114.1635,1772.8365,48,95,1.44,2745.343,340.27,13400,5,385,3789.64,0.85,0,1.24830888
36.163,687.097,140,100.0907032,7,864.5,194.4,9551,10,460,2606,5.16,31.43767711,3.554415236
29.7281068,571.8118932,67,95,1.2979,1130,225.4,10139,10,311.24,4302.45,13.11,44.4908107,1.048194799
69.674501,1440.065499,88,98.59822867,4.4,1083,231.85,9311,10,528,2652.42,15.41,39.29262327,15.2590938
8.35692,420.64308,118,98.6,4.2682,856,221.2,8049,1.57,297,2620.6,21.33,43.32240739,15.2107611
28.9989864,753.9110136,146,96.80520081,2.19,974,221.54,8026,10,540,3343.18,9.92,35.52228269,0.531744366
22.47306,1123.52694,96,104,3.264,726,355,13600,5,528,2895.61,15.1,22.51482777,0.68433188
20.396875,632.303125,107,104,5.35,1162,299,12417,5,477,3246.72,3,0,14.82209898
17.83782,333.16218,74,100.4,4.44,2069,246,14467,5,210,3513.52,28.8,60,2.837896564
27.86,250.74,130,95,7.8,,534.71,7166,5,545,2779.1,5.022273149,0,14.85547464
45.7638,1668.2362,118,96.8,6.726,1462.847,413.185,9954,5,470,2604,0.416,90,6.998081358
46.48262,837.21738,67,98.96,2.0093,1153.4,177,9326,1,517,3366.43,22.77,35.7854822,15.18157121
0,354.86,109,96.45792798,1.635,2040,185.4,10133,10,467,3696.6,37.66,37.71740687,0.75949517
21.495342,125.904658,92,125.6,5.52,1871,385,13078,5.7,384,4031.63,0.74,15.43179021,0.259789028
69.7422,62.2578,60,104,1.8,961.872,862.8275,14293,5,731,2190.82,8.16,69.3668226,1.02089689
10.938906,973.661094,128,95,1.92,1442.808,291.66,8193,5,555,3563.06,0.454,120,14.90003043
14.6696,865.3304,124,95,8.68,1242.418,704.845,9713,5,505,2612.3,1.818310753,50,0.941338217
14.225328,162.574672,158,95,1.896,1135,148,13450,51.34035252,391.4,3924,4.135,16.5182051,0.251629047
68.565,845.635,138,100.4,2.76,1686,333,10907,5,556,3033,2.9,33.64196264,14.98199554
17.58685,1037.41315,115,104,1.15,1237,319,12418,5,95.2,3562.42,18.3,29.91317917,0.963600813
17.847858,481.952142,165,95,2.842,670,161.1,7841,7.2,292.9,3743,5.389519185,35.50928383,0.301
33.94794,701.65206,140,93.69157503,0.42,1514,476.1,10880,10,423,3903.82,43.69,29.88297236,10.43138063
66.9363,974.0637,105,1500,4.2,-100,215.18,11217,10,508,2837.34,1.96,0,1.291347418
17.716226,314.483774,163,96.8,1.63,1229,397,13827,5,502,3952,8.6,35,0.714465813
29.8659,851.1341,148,100.4,4.44,1342.613,595.4725,9236,5,435,3308.5,0.502988391,29.36130632,2.133445371
31.376076,454.923924,114,104,4.56,963,244,7868,5,614,2670.9,25.3,0,14.80294808
82.710139,775.189861,83,100.4,8.3,845.8884,427.3155,14670,5.37,625,1992,18.16349699,88.45548426,15.19357762
75.4029,707.5971,95,107.6,3.8,761.482,206.5925,11764,5,700,2571.5,2.49,22.14411159,1.041915181
41.9507571,565.2392429,93,107.6,8.37,,372,12724,5,630,2616,4.22,0,0.850323095
13.35124,1134.64876,134,98.74566599,0.268,321.2,202.52,16735,10,327,4105,7.44,192.9430879,9.861781309
14.84556,371.15444,160,95,1.6,3326.474,352.4225,14740,5,390,3150.61,0.574,100,0.248667108
37.65,966.35,119,100.4,3.57,1000,251,9325,5,527,2690.3,3,0,1.723559088
16.385586,589.814414,106,107.6,9.54,961.872,279.5075,8218,5,497,2528.17,1.89,146.0068387,7.197365505
20.74668,975.25332,133,113,6.65,921.794,194.44,8820,5,474,2631.2,3.76,86.44265583,6.390152602
21.9573,765.0427,92,91.4,5.428,1402.73,546.8625,8836,5,495,2825,0.335,80,0.445704415
13.94315,1115.05685,107,111.2,3.21,1730,374,15699,5,373,3460.33,5.3,29.66620096,0.318107397
8.65469,770.34531,110,100.4,8.8,966.7296,366.444,11835,6.79,485,2922,4.410583807,0,15.173898
4.48775,354.53225,147,94.62016179,0.735,1499,116.75,8969,10,500,3166,21.15,30,1.533428325
15.91022,265.08978,103,96.91370767,20.6,977,201.54,9304,10,563,3192.63,7.07,32.66666667,0.602881137
41.2022,1177.7978,126,111.2,3.78,1549,387,12240,5,354,4100,3.44,30.98227037,8.331671657
41.050815,762.449185,83,107.3131368,4.98,,233.8,14424,10,582,3024.49,1.54,0,15.15291666
171.58824,506.41176,70,104,10.5,807,294,11700,15.4,546,2112.29,1.18,35.22501042,5.599316109
22.48125,696.91875,0,113,0,1147,298,11160,6.5,427,3748.79,0.15,26.41772729,0.561987663
63.515064,721.784936,140,95,2.8476,470,169.1,10026,4,737,3903.82,3.900203796,28.35914681,9.993
16.458739,444.441261,120,105.8,1.2,2120,252,11355,5,230,3347,3.5,0,1.481328156
40.97442,793.02558,160,104,0.8,1235,428,10615,5,410,3543.33,5.114075379,80,10.62057217
11.594496,183.205504,130,86,6.5,1420,258,14065,5,200,3064,0,60,5.345095087
56.4933129,152.5166871,128,95,4.992,,435.85,14783,10,974,2374.9,1.114,6.885254703,0.370435335
80.8874613,882.4025387,92,102.1706203,3.1498,997.4747781,302.691477,10526.99752,6.618233074,474.4779546,2965.17,3.867682875,100,7.403411859
14.3246977,844.9853023,99,104,1.089,928,196,9750,6.9,352,3466.48,3.7,0,15.32064581
19.78172,1464.21828,111,104,4.44,1097,276,10653,5,531,2435,4.8,90,1.554351374
13.044,286.956,131,94.57687663,3.93,2207,234.86,10679,10,519,3322.38,9.59,40,1.283122275
44.34438,1108.65562,129,89.6,1.935,1723.354,315.965,10723,5,385,3505.1,0.518002807,100,9.40210334
9.87156,143.12844,0,95,0,1018,245.5,11149,10,431.72,3210.26,11.6,26.67386367,0.080260989
81.7432,2572.2568,150,,1.5,1400,574,8834,13.6,335,3807.02,2.19,90,15.53356113
64.136691,721.563309,128,100.4,1.28,1430,380,11227,5,381,3961,6.1,59.18285307,9.974748165
3.65976,659.34024,115,97.57824353,2.875,1287,191.66,11360,10,461,3132.2,36.68,60,14.89235489
23.84298,776.25702,80,102.5917391,2.7034,1106.30251,318.8494378,10347.10275,5.781118143,409.6899292,3235,4.265471535,120,9.690827476
90.714,1072.286,75,95,3,1230,236.6,9515,10,632.52,2867,12.89,32.72764851,14.88096448
39.15918,1673.84082,109,111.2,3.379,1026,272,8839,5,460,3546.32,12.3,85.11410042,9.317483256
5.916035,345.183965,83,100.4,8.3,845.8884,427.3155,14670,5.37,625,1992,18.16349699,0,15.22545507
26.48439,900.51561,139,104,11.12,975,243,10246,5,502,2890,5.3,70,11.62373167
34.819744,696.380256,100,96.53984484,6,1499,229.3,8580,10,570,3237.16,9.3,39.7684496,3.172
67.222008,474.017992,134,97.33302245,8.04,903,152.65,10966,10,736,2595.5,8.77,20.22650901,9.998798583
69.8344752,1815.545525,0,99.14,0,930.7,1602,9178,1,537.68,2407.7,9.78,41.82343206,0.935
34.07535,846.42465,86,95,2.456,1055,239.9,10529,10,522.08,3324.43,6.38,35.18937827,0.038179707
134.857116,601.342884,167,92.82667793,10.02,1914,302.5,14065,18.42,842,2469.54,10.43,11.17306012,0.180546916
61.9698,1012.0302,105,91.4,3.15,1202.34,473.9475,9549,5,425,3195.58,8.186504624,39.2759014,7.903308153
68.6,617.4,111,94.46,2.7453,950.7,199.1,11012,10.02,445.5,3215.62,5.14,27.95080967,0.005
56.307,1313.693,71,91.4,3.55,1162.262,826.37,9013,5,530,2808.87,0.781572716,47.67719726,15.31667835
21.85218,358.84782,43,104,1.72,861.677,315.965,9979,5.2,589,2535,0.626,50,7.84639455
60.23125,227.26875,90,95,0.6935,1045,196.5,13093,50.46276678,424,3810,5.862974426,15.98653752,0.333
11.91496,864.18504,75,106.0005213,1.875,194.8,207.34,11914,10,407,3627,2.55,65,9.854677477
52.83675,866.06325,171,96.22872798,3.42,92,200.35,8748,10.7,597,2839,23.28,36.53215884,13.55047975
16.6313304,382.4886696,109,104,8.72,1024,373,9686,5,307,3696.6,4,0,0.572822444
63.80829,1367.19171,58,104,1.16,1058,321,9910,10.5,683,2538,6.6,37.64422205,14.36180433
101.67411,454.22589,104,97.52,1.8038,1404.1,268.9,10449,1.66,465.3,3782,30.5,28.28078206,9.232
114.9550396,1001.00496,93,113,4.65,715.3923,347.0754,10223,11.3,192,3177,14.19798845,28.22629589,15.57842134
0,308.5,55,96.8,1.1,1029,374,10110,5,459,2293,6.8,34.07194593,0.337328773
15.30793,467.59207,133,104,10.64,1290,321,9324,5,609,2608,3.41,18.66666667,0.55452765
6.6033,92.3967,133,100.4,6.65,961.872,729.15,8236,5,650,3081.55,0.499420609,88.90449371,9.97358484
12.6092,567.3908,0,107.6,0,921.794,243.05,11729,5,501,3237.16,8.67,60,2.429912809
0,199.3,158,95,0.472,690,146.1,10155,49.48499561,364,3924,5.882660609,30.04102738,0.297
48.28608,1279.71392,132,104,1.452,1150,196,11700,7.5,348,3659.27,2.26,0,15.12187929
23.06231,276.83769,118,99.07635291,11.8,52,259,9109,10.3,564,3050.44,4,25.90541185,0.159664163
40.180212,826.519788,42,96.8,6.72,1024,397,10394,5,522,2687.05,4.1,70,0.552455424
37.35321,289.64679,50,107.6,0.5,1465,384,11306,5.54,530,3461.91,6.5,0,1.140553134
13.485318,593.414682,117,93.2,11.7,1086,289,10743,5,500,2425,4.38,38.2477252,0.793397274
17.943068,1434.936932,133,113,6.65,921.794,194.44,8820,5,474,2631.2,3.76,90,5.706910121
30.3183,856.1817,122,95,9.76,1021.989,571.1675,11114,5,455,2888.76,0.444565958,110,1.255768894
31.872123,721.427877,180,109.4,0,1954,278,12239,23.9,681,2874.56,1.64,0,0.593944199
8.47296,432.82704,77,113,3.08,1019,487,13158,5,410,2854.6,4.1,80,6.315049216
67.23944,1344.76056,91,98.6,3.64,961.872,595.4725,10334,5,500,2960.21,5.06707374,0,15.35862178
27.397808,767.202192,121,93.2,10.89,1162.262,510.405,9203,5,555,2839,8.267968983,140,0.803478949
0,845.93,124,105.8,17.36,1289,378,11838,5,614,2922,0.28,26.10121326,1.460888174
12.77014,945.22986,102,114.8,6.12,1162.262,303.8125,9686,6.5,507,2762.4,0.522,0,15.42162166
32.6527815,308.2972185,116,95,3.016,2653,184.2,13180,10,391.56,3355,6.3,22.61613153,1.291563869
22.20859,396.82141,147,104,8.82,721.404,303.8125,7790,5,609,3036.1,0.224,31.81549024,0.557547179
29.7388,1174.2612,56,107.6,3.36,1066,309,10279,5,550,3128.54,2.9,110,15.57853622
48.28608,1279.71392,132,104,1.452,1150,196,11700,7.5,348,3659.27,2.26,0,15.12187929
15.22286,1126.77714,130,109.4,5.2,988,399,5002,7,394,2989.4,2.67,94.45676925,15.45344523
80.93019,1052.06981,143,99.69876695,11.44,3111,285.4,15369,10,798,2318.19,12.87,19.50206908,14.78463069
30.8363,1036.1637,115,96.08,4.1059,998,134.3,7587,4.73,569.3,3117.64,6.37,42.75127184,0.63
63.9,1001.1,49,100.4,1.813,1235,451,10521,5,459,3161.26,1.121561326,130,15.34411375
23.279382,272.820618,135,93.2,18.9,1721,248,12732,5.51,502,2942,10.7,39.5660125,0.59098928
24.0218472,411.7881528,0,95,0,,250.4,11149,10,532.12,3665.39,12.52,30.81509903,0.88
64.18974,1604.81026,116,107.6,5.8,921.794,267.355,9392,5,493,2753,8.23,0,0.779038524
22.39055,1790.60945,84,98.95921994,2.52,1122.5,204.68,11360,10,516,2638.62,9.62,0,13.62248149
22.875,1197.125,67,95,2.077,1376,282.5,9290,10,522.08,2853.53,13.2,40.84145159,9.803852531
10.653866,149.146134,167,105.5066219,0.835,369,166.2,14225,50.20499837,266,4063,0.93,0,1.405324397
23.02107,770.80893,180,95,2.7,1442.808,291.66,8193,5,555,3563.06,0.454,38.33869197,8.233367934
60.33265,720.16735,102,95,2.1599,1443,325.7,13742,10,401.6,4735.07,11.23,34.60898828,1.058256006
126.3712,57.6288,203,114.8,4.06,2706,208,25536,8.1,155,4414.8,4.315185943,0,1.259650527
54.87768,756.92232,131,99.57312645,13.1,1094,229.7,11480,10,454,3369.17,4.98,33.47126383,0.281224551
43.90586,1317.09414,52,95,1.56,2745.343,340.27,13400,5,385,3789.64,0.85,0,6.880743202
21.0664989,642.8635011,170,104,3.4,900,230,8297,5.61,405,2949.48,10.65961501,37.41631819,1.860029965
205.443462,337.856538,237,98.38626378,1.185,1173,542.5,14607,10,535,2374.11,3.25,9.482056638,0.206894994
64.3552,408.8448,155,95,6.2,2332,348,13545,10,422.3,4080.19,5,16.97823401,0.2
22.2518,1124.7482,85,104,6.8,902,241,7868,5,710,1925.31,1.22,41.60892068,2.200703903
8.091,921.909,90,104,5.4,1343,243,11340,5.8,428,2675.82,0.86,80,15.50063858
20.47565,688.02435,139,120.2,8.34,1029,374,5632,5.19,463,2979.09,0.4,0,1.616632232
11.88873,155.11127,177,96.8,1.77,1024,322,8853,5,336,4064.6,23.8,0,1.097407209
12.57858,300.32142,84,114.8,0.84,861.677,291.66,10414,5,444,3676.96,0.462,97.58996639,5.567486995
103.07295,1923.92705,84,95,2.52,607,168.9,8305,10,576.8,2638.62,6.3,42.2049701,1.06711276
34.55397,466.44603,88,1500,5.28,-100,196.8,8555,10,642.56,2832.44,21.19,37.41358658,9.324
